Sample Name,Sample ID (entry),Sample description (designation),Fraction of markers successfully genotyped,Fraction of heterozygous genotypes
AH-103,377,HLA (H=G. hirsutum  L=G. longicalyx  A=G. armourianum),0.82,0.47700000000000004
